Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type
ENSSSCG00000004382	SEC63	ENSG00000025796	SEC63	ortholog_one2one
ENSSSCG00000004082		ENSG00000131018	SYNE1	ortholog_one2many
ENSSSCG00000004383	OSTM1	ENSG00000081087	OSTM1	ortholog_one2one
ENSSSCG00000004384	NR2E1	ENSG00000112333	NR2E1	ortholog_one2one
ENSSSCG00000004385	SNX3	ENSG00000112335	SNX3	ortholog_one2one
ENSSSCG00000006872	AGL	ENSG00000162688	AGL	ortholog_one2one
ENSSSCG00000040199	AFG1L	ENSG00000135537	AFG1L	ortholog_one2one
ENSSSCG00000016138	ATF1	ENSG00000123268	ATF1	ortholog_one2one
ENSSSCG00000004387		ENSG00000118689	FOXO3	ortholog_one2many
ENSSSCG00000004387		ENSG00000240445	FOXO3B	ortholog_one2many
ENSSSCG00000034783	TMPRSS12	ENSG00000186452	TMPRSS12	ortholog_one2one
ENSSSCG00000025777	ESR1	ENSG00000091831	ESR1	ortholog_one2one
ENSSSCG00000004432	HDAC2	ENSG00000196591	HDAC2	ortholog_one2one
ENSSSCG00000002775	AGRP	ENSG00000159723	AGRP	ortholog_one2one
ENSSSCG00000024253	CTCF	ENSG00000102974	CTCF	ortholog_one2one
ENSSSCG00000028060	SLC4A8	ENSG00000050438	SLC4A8	ortholog_one2one
ENSSSCG00000046251				
ENSSSCG00000004087	CCDC170	ENSG00000120262	CCDC170	ortholog_one2one
ENSSSCG00000004433	HS3ST5	ENSG00000249853	HS3ST5	ortholog_one2one
ENSSSCG00000004434	FRK	ENSG00000111816	FRK	ortholog_one2one
ENSSSCG00000022722	CARMIL2	ENSG00000159753	CARMIL2	ortholog_one2one
ENSSSCG00000004088	ARMT1	ENSG00000146476	ARMT1	ortholog_one2one
ENSSSCG00000037424	CDK19	ENSG00000155111	CDK19	ortholog_one2one
ENSSSCG00000004089	RMND1	ENSG00000155906	RMND1	ortholog_one2one
ENSSSCG00000004392				
ENSSSCG00000029590	ACD	ENSG00000102977	ACD	ortholog_one2one
ENSSSCG00000034863	PARD6A	ENSG00000102981	PARD6A	ortholog_one2one
ENSSSCG00000004090	ZBTB2	ENSG00000181472	ZBTB2	ortholog_one2one
ENSSSCG00000031733	AKAP12	ENSG00000131016	AKAP12	ortholog_one2one
ENSSSCG00000028661	ENKD1	ENSG00000124074	ENKD1	ortholog_one2one
ENSSSCG00000004393	GTF3C6	ENSG00000155115	GTF3C6	ortholog_one2one
ENSSSCG00000004092	MTHFD1L	ENSG00000120254	MTHFD1L	ortholog_one2one
ENSSSCG00000004394	RPF2	ENSG00000197498	RPF2	ortholog_one2one
ENSSSCG00000021711	C16orf86	ENSG00000159761	C16orf86	ortholog_one2one
ENSSSCG00000024750	GFOD2	ENSG00000141098	GFOD2	ortholog_one2one
ENSSSCG00000001061	JARID2	ENSG00000008083	JARID2	ortholog_one2one
ENSSSCG00000000228	SCN8A	ENSG00000196876	SCN8A	ortholog_one2one
ENSSSCG00000014431	AFAP1L1	ENSG00000157510	AFAP1L1	ortholog_one2one
ENSSSCG00000021803	RANBP10	ENSG00000141084	RANBP10	ortholog_one2one
ENSSSCG00000004419	SLC16A10	ENSG00000112394	SLC16A10	ortholog_one2one
ENSSSCG00000001062	DTNBP1	ENSG00000047579	DTNBP1	ortholog_one2one
ENSSSCG00000006873	FRRS1	ENSG00000156869	FRRS1	ortholog_one2one
ENSSSCG00000043036				
ENSSSCG00000041409	MFSD4B	ENSG00000173214	MFSD4B	ortholog_one2one
ENSSSCG00000025703	REV3L	ENSG00000009413	REV3L	ortholog_one2one
ENSSSCG00000000231		ENSG00000167612	ANKRD33	ortholog_one2one
ENSSSCG00000002767	TSNAXIP1	ENSG00000102904	TSNAXIP1	ortholog_one2one
ENSSSCG00000014432	GRPEL2	ENSG00000164284	GRPEL2	ortholog_one2one
ENSSSCG00000000232	ACVRL1	ENSG00000139567	ACVRL1	ortholog_one2one
ENSSSCG00000014433	PCYOX1L	ENSG00000145882	PCYOX1L	ortholog_one2one
ENSSSCG00000004420	TRAF3IP2	ENSG00000056972	TRAF3IP2	ortholog_one2one
ENSSSCG00000038455		ENSG00000112183	RBM24	ortholog_one2one
ENSSSCG00000006874	PALMD	ENSG00000099260	PALMD	ortholog_one2one
ENSSSCG00000002768	CENPT	ENSG00000102901	CENPT	ortholog_one2one
ENSSSCG00000014434	IL17B	ENSG00000127743	IL17B	ortholog_one2one
ENSSSCG00000001068	CAP2	ENSG00000112186	CAP2	ortholog_one2one
ENSSSCG00000006875	PLPPR4	ENSG00000117600	PLPPR4	ortholog_one2one
ENSSSCG00000004421	FYN	ENSG00000010810	FYN	ortholog_one2one
ENSSSCG00000032383				
ENSSSCG00000032778	PLEKHG1	ENSG00000120278	PLEKHG1	ortholog_one2one
ENSSSCG00000030295	NUTF2	ENSG00000102898	NUTF2	ortholog_one2one
ENSSSCG00000014435	CSNK1A1	ENSG00000113712	CSNK1A1	ortholog_one2one
ENSSSCG00000040966		ENSG00000086598	TMED2	ortholog_one2many
ENSSSCG00000006876	PLPPR5	ENSG00000117598	PLPPR5	ortholog_one2one
ENSSSCG00000002771	EDC4	ENSG00000038358	EDC4	ortholog_one2one
ENSSSCG00000000233	ACVR1B	ENSG00000135503	ACVR1B	ortholog_one2one
ENSSSCG00000004422	CCN6	ENSG00000112761	CCN6	ortholog_one2one
ENSSSCG00000004093	IYD	ENSG00000009765	IYD	ortholog_one2one
ENSSSCG00000004094	PPP1R14C	ENSG00000198729	PPP1R14C	ortholog_one2one
ENSSSCG00000055661	NRN1L	ENSG00000188038	NRN1L	ortholog_one2one
ENSSSCG00000004423	TUBE1	ENSG00000074935	TUBE1	ortholog_one2one
ENSSSCG00000035574		ENSG00000111981	ULBP1	ortholog_one2many
ENSSSCG00000040313	PSKH1	ENSG00000159792	PSKH1	ortholog_one2one
ENSSSCG00000036621	FAM229B	ENSG00000203778	FAM229B	ortholog_one2one
ENSSSCG00000000234	TAMALIN	ENSG00000161835	TAMALIN	ortholog_one2one
ENSSSCG00000023849	CTRL	ENSG00000141086	CTRL	ortholog_one2one
ENSSSCG00000001067	STMND1	ENSG00000230873	STMND1	ortholog_one2one
ENSSSCG00000004425	LAMA4	ENSG00000112769	LAMA4	ortholog_one2one
ENSSSCG00000006877	SNX7	ENSG00000162627	SNX7	ortholog_one2one
ENSSSCG00000014436	ARHGEF37	ENSG00000183111	ARHGEF37	ortholog_one2one
ENSSSCG00000001063	MYLIP	ENSG00000007944	MYLIP	ortholog_one2one
ENSSSCG00000024361	TFB1M	ENSG00000029639	TFB1M	ortholog_one2one
ENSSSCG00000031781	PSMB10	ENSG00000205220	PSMB10	ortholog_one2one
ENSSSCG00000031321	NR4A1	ENSG00000123358	NR4A1	ortholog_one2one
ENSSSCG00000004065	TIAM2	ENSG00000146426	TIAM2	ortholog_one2one
ENSSSCG00000014437	PPARGC1B	ENSG00000155846	PPARGC1B	ortholog_one2one
ENSSSCG00000062211				
ENSSSCG00000006878	DPYD	ENSG00000188641	DPYD	ortholog_one2one
ENSSSCG00000033687	ATG101	ENSG00000123395	ATG101	ortholog_one2one
ENSSSCG00000050324	RFPL4B	ENSG00000251258	RFPL4B	ortholog_one2one
ENSSSCG00000001064		ENSG00000137198	GMPR	ortholog_one2one
ENSSSCG00000028350	LCAT	ENSG00000213398	LCAT	ortholog_one2one
ENSSSCG00000014438	PDE6A	ENSG00000132915	PDE6A	ortholog_one2one
ENSSSCG00000004070	SCAF8	ENSG00000213079	SCAF8	ortholog_one2one
ENSSSCG00000040636	KRT80	ENSG00000167767	KRT80	ortholog_one2one
ENSSSCG00000004370	ATG5	ENSG00000057663	ATG5	ortholog_one2one
ENSSSCG00000000188	DHH	ENSG00000139549	DHH	ortholog_one2one
ENSSSCG00000005533	PTGS1	ENSG00000095303	PTGS1	ortholog_one2one
ENSSSCG00000041339				
ENSSSCG00000005129	IZUMO3	ENSG00000205442	IZUMO3	ortholog_one2one
ENSSSCG00000050401				
ENSSSCG00000028609	SLC12A4	ENSG00000124067	SLC12A4	ortholog_one2one
ENSSSCG00000000189	LMBR1L	ENSG00000139636	LMBR1L	ortholog_one2one
ENSSSCG00000041080				
ENSSSCG00000062382				
ENSSSCG00000006853	PRMT6	ENSG00000198890	PRMT6	ortholog_one2one
ENSSSCG00000031644				
ENSSSCG00000026382	PPP2R5E	ENSG00000154001	PPP2R5E	ortholog_one2one
ENSSSCG00000001065	ATXN1	ENSG00000124788	ATXN1	ortholog_one2one
ENSSSCG00000035602	GPR88	ENSG00000181656	GPR88	ortholog_one2one
ENSSSCG00000050012				
ENSSSCG00000041066				
ENSSSCG00000039045	SLC26A2	ENSG00000155850	SLC26A2	ortholog_one2one
ENSSSCG00000004106	LATS1	ENSG00000131023	LATS1	ortholog_one2one
ENSSSCG00000054763	MCUR1	ENSG00000050393	MCUR1	ortholog_one2one
ENSSSCG00000057960				
ENSSSCG00000038554	PDCL	ENSG00000136940	PDCL	ortholog_one2one
ENSSSCG00000004104	KATNA1	ENSG00000186625	KATNA1	ortholog_one2one
ENSSSCG00000061438				
ENSSSCG00000058755				
ENSSSCG00000014440	HMGXB3	ENSG00000113716	HMGXB3	ortholog_one2one
ENSSSCG00000004369	PRDM1	ENSG00000057657	PRDM1	ortholog_one2one
ENSSSCG00000047235				
ENSSSCG00000056337				
ENSSSCG00000005116	GPHB5	ENSG00000179600	GPHB5	ortholog_one2one
ENSSSCG00000038290	RNF182	ENSG00000180537	RNF182	ortholog_one2one
ENSSSCG00000045057				
ENSSSCG00000005575	RC3H2	ENSG00000056586	RC3H2	ortholog_one2one
ENSSSCG00000058110				
ENSSSCG00000022804	RHOJ	ENSG00000126785	RHOJ	ortholog_one2one
ENSSSCG00000021576	CD83	ENSG00000112149	CD83	ortholog_one2one
ENSSSCG00000053286				
ENSSSCG00000030067	GINM1	ENSG00000055211	GINM1	ortholog_one2one
ENSSSCG00000059727				
ENSSSCG00000000190	TUBA1B	ENSG00000123416	TUBA1B	ortholog_one2one
ENSSSCG00000046603				
ENSSSCG00000028867	PPIL4	ENSG00000131013	PPIL4	ortholog_one2one
ENSSSCG00000001060				
ENSSSCG00000034726	KCNH5	ENSG00000140015	KCNH5	ortholog_one2one
ENSSSCG00000001070	FAM8A1	ENSG00000137414	FAM8A1	ortholog_one2one
ENSSSCG00000054178				
ENSSSCG00000004371	CRYBG1	ENSG00000112297	CRYBG1	ortholog_one2one
ENSSSCG00000056170				
ENSSSCG00000057087				
ENSSSCG00000004109	ZC3H12D	ENSG00000178199	ZC3H12D	ortholog_one2one
ENSSSCG00000061929				
ENSSSCG00000047808				
ENSSSCG00000014441	CSF1R	ENSG00000182578	CSF1R	ortholog_one2one
ENSSSCG00000048912				
ENSSSCG00000026034	NUP153	ENSG00000124789	NUP153	ortholog_one2one
ENSSSCG00000004110	TAB2	ENSG00000055208	TAB2	ortholog_one2one
ENSSSCG00000005167	SLC24A2	ENSG00000155886	SLC24A2	ortholog_one2one
ENSSSCG00000054676				
ENSSSCG00000038036	TTLL11	ENSG00000175764	TTLL11	ortholog_one2one
ENSSSCG00000044830				
ENSSSCG00000043670				
ENSSSCG00000052794				
ENSSSCG00000028974	UST	ENSG00000111962	UST	ortholog_one2one
ENSSSCG00000055368				
ENSSSCG00000060687				
ENSSSCG00000034213	ACER2	ENSG00000177076	ACER2	ortholog_one2one
ENSSSCG00000051095				
ENSSSCG00000054040				
ENSSSCG00000005528		ENSG00000119421	NDUFA8	ortholog_one2many
ENSSSCG00000005169	RPS6	ENSG00000137154	RPS6	ortholog_one2one
ENSSSCG00000053112				
ENSSSCG00000053377				
ENSSSCG00000059403				
ENSSSCG00000041504				
ENSSSCG00000056507				
ENSSSCG00000022741	PDGFRB	ENSG00000113721	PDGFRB	ortholog_one2one
ENSSSCG00000058061				
ENSSSCG00000033175	SASH1	ENSG00000111961	SASH1	ortholog_one2one
ENSSSCG00000005529	MORN5	ENSG00000185681	MORN5	ortholog_one2one
ENSSSCG00000054970				
ENSSSCG00000056990				
ENSSSCG00000004373	RTN4IP1	ENSG00000130347	RTN4IP1	ortholog_one2one
ENSSSCG00000000194		ENSG00000243910	TUBA4B	ortholog_one2one
ENSSSCG00000056834				
ENSSSCG00000054532				
ENSSSCG00000052229				
ENSSSCG00000053543				
ENSSSCG00000045360				
ENSSSCG00000043818				
ENSSSCG00000005530	LHX6	ENSG00000106852	LHX6	ortholog_one2one
ENSSSCG00000054030		ENSG00000206073	SERPINB4	ortholog_many2many
ENSSSCG00000054030		ENSG00000057149	SERPINB3	ortholog_many2many
ENSSSCG00000045465				
ENSSSCG00000048240	SAMD5	ENSG00000203727	SAMD5	ortholog_one2one
ENSSSCG00000023514	DPEP3	ENSG00000141096	DPEP3	ortholog_one2one
ENSSSCG00000061347	TUBA1A	ENSG00000167552	TUBA1A	ortholog_one2one
ENSSSCG00000063336				
ENSSSCG00000057149				
ENSSSCG00000062507				
ENSSSCG00000004068	NOX3	ENSG00000074771	NOX3	ortholog_one2one
ENSSSCG00000054077				
ENSSSCG00000005170	DENND4C	ENSG00000137145	DENND4C	ortholog_one2one
ENSSSCG00000045731				
ENSSSCG00000052531				
ENSSSCG00000060764				
ENSSSCG00000062470				
ENSSSCG00000058958				
ENSSSCG00000020858	KIF13A	ENSG00000137177	KIF13A	ortholog_one2one
ENSSSCG00000055421				
ENSSSCG00000053817				
ENSSSCG00000063189	CLDN20	ENSG00000171217	CLDN20	ortholog_one2one
ENSSSCG00000053842				
ENSSSCG00000055872				
ENSSSCG00000057175				
ENSSSCG00000060702				
ENSSSCG00000060569				
ENSSSCG00000056648				
ENSSSCG00000055077				
ENSSSCG00000061773				
ENSSSCG00000052429				
ENSSSCG00000057033				
ENSSSCG00000004374	QRSL1	ENSG00000130348	QRSL1	ortholog_one2one
ENSSSCG00000018415	U6	ENSG00000207338	RNU6-296P	ortholog_one2one
ENSSSCG00000054035				
ENSSSCG00000051971				
ENSSSCG00000018682	SCARNA2	ENSG00000278249	SCARNA2	ortholog_one2one
ENSSSCG00000021105	DPEP2	ENSG00000167261	DPEP2	ortholog_one2one
ENSSSCG00000054849				
ENSSSCG00000056379	CD24	ENSG00000272398	CD24	ortholog_one2one
ENSSSCG00000061397				
ENSSSCG00000054741				
ENSSSCG00000055261				
ENSSSCG00000020065	U6			
ENSSSCG00000060741				
ENSSSCG00000037985	MTRES1	ENSG00000130349	MTRES1	ortholog_one2one
ENSSSCG00000037932	U6	ENSG00000206881	RNU6-190P	ortholog_one2many
ENSSSCG00000054787				
ENSSSCG00000005131	DMRTA1	ENSG00000176399	DMRTA1	ortholog_one2one
ENSSSCG00000054439				
ENSSSCG00000019029	U6	ENSG00000201517	RNU6-707P	ortholog_one2one
ENSSSCG00000055819				
ENSSSCG00000058871				
ENSSSCG00000034120	CDKN2B	ENSG00000147883	CDKN2B	ortholog_one2one
ENSSSCG00000019038	MIR137	ENSG00000284202	MIR137	ortholog_one2one
ENSSSCG00000031159	BEND3	ENSG00000178409	BEND3	ortholog_one2one
ENSSSCG00000052174				
ENSSSCG00000052694				
ENSSSCG00000005134	CDKN2A	ENSG00000147889	CDKN2A	ortholog_one2one
ENSSSCG00000043123				
ENSSSCG00000036168	PDSS2	ENSG00000164494	PDSS2	ortholog_one2one
ENSSSCG00000049297				
ENSSSCG00000030089	RBM18	ENSG00000119446	RBM18	ortholog_one2one
ENSSSCG00000054729				
ENSSSCG00000042073	DPEP2NB	ENSG00000263201	DPEP2NB	ortholog_one2one
ENSSSCG00000060161				
ENSSSCG00000006845	STXBP3	ENSG00000116266	STXBP3	ortholog_one2one
ENSSSCG00000000236	KRT75	ENSG00000170454	KRT75	ortholog_one2one
ENSSSCG00000059913	DUS2	ENSG00000167264	DUS2	ortholog_one2one
ENSSSCG00000005532	MRRF	ENSG00000148187	MRRF	ortholog_one2one
ENSSSCG00000005130	ELAVL2	ENSG00000107105	ELAVL2	ortholog_one2one
ENSSSCG00000055791				
ENSSSCG00000059324				
ENSSSCG00000050987				
ENSSSCG00000043730				
ENSSSCG00000042025				
ENSSSCG00000039256				
ENSSSCG00000055645				
ENSSSCG00000004379	SOBP	ENSG00000112320	SOBP	ortholog_one2one
ENSSSCG00000042082				
ENSSSCG00000054991				
ENSSSCG00000036241		ENSG00000156795	NTAQ1	ortholog_one2many
ENSSSCG00000062018				
ENSSSCG00000053439				
ENSSSCG00000035848		ENSG00000151033	LYZL2	ortholog_one2many
ENSSSCG00000035848		ENSG00000120563	LYZL1	ortholog_one2many
ENSSSCG00000054300				
ENSSSCG00000041556				
ENSSSCG00000059819				
ENSSSCG00000053361				
ENSSSCG00000048882				
ENSSSCG00000005586	LHX2	ENSG00000106689	LHX2	ortholog_one2one
ENSSSCG00000061000				
ENSSSCG00000001072				
ENSSSCG00000056358				
ENSSSCG00000060475				
ENSSSCG00000044949				
ENSSSCG00000043946				
ENSSSCG00000049106		ENSG00000240563	L1TD1	ortholog_one2many
ENSSSCG00000045446				
ENSSSCG00000057539				
ENSSSCG00000029578	NFATC3	ENSG00000072736	NFATC3	ortholog_one2one
ENSSSCG00000026287		ENSG00000171481	OR1L3	ortholog_one2many
ENSSSCG00000047473				
ENSSSCG00000046600				
ENSSSCG00000047761				
ENSSSCG00000040988				
ENSSSCG00000057293				
ENSSSCG00000004389				
ENSSSCG00000058965				
ENSSSCG00000001073	TPMT	ENSG00000137364	TPMT	ortholog_one2one
ENSSSCG00000011010	C9orf72	ENSG00000147894	C9orf72	ortholog_one2one
ENSSSCG00000059436				
ENSSSCG00000062943				
ENSSSCG00000046183				
ENSSSCG00000053486				
ENSSSCG00000042456				
ENSSSCG00000061336				
ENSSSCG00000056641				
ENSSSCG00000005587	NEK6	ENSG00000119408	NEK6	ortholog_one2one
ENSSSCG00000004396				
ENSSSCG00000001074	KDM1B	ENSG00000165097	KDM1B	ortholog_one2one
ENSSSCG00000049293				
ENSSSCG00000060937				
ENSSSCG00000044325				
ENSSSCG00000055386				
ENSSSCG00000053033				
ENSSSCG00000052793				
ENSSSCG00000054837				
ENSSSCG00000046528				
ENSSSCG00000051997				
ENSSSCG00000060051				
ENSSSCG00000037071		ENSG00000205544	TMEM256	ortholog_one2many
ENSSSCG00000042893				
ENSSSCG00000060195				
ENSSSCG00000056435				
ENSSSCG00000056106				
ENSSSCG00000005590	PSMB7	ENSG00000136930	PSMB7	ortholog_one2one
ENSSSCG00000035227	ESRP2	ENSG00000103067	ESRP2	ortholog_one2one
ENSSSCG00000041768				
ENSSSCG00000056148				
ENSSSCG00000057391				
ENSSSCG00000042384				
ENSSSCG00000052578				
ENSSSCG00000044869		ENSG00000230246	SPATA31C1	ortholog_one2many
ENSSSCG00000044869		ENSG00000177910	SPATA31C2	ortholog_one2many
ENSSSCG00000044869		ENSG00000275969	SPATA31A3	ortholog_one2many
ENSSSCG00000044869		ENSG00000276040	SPATA31A7	ortholog_one2many
ENSSSCG00000044869		ENSG00000276581	SPATA31A5	ortholog_one2many
ENSSSCG00000044869		ENSG00000204849	SPATA31A1	ortholog_one2many
ENSSSCG00000044869		ENSG00000185775	SPATA31A6	ortholog_one2many
ENSSSCG00000050246				
ENSSSCG00000045922				
ENSSSCG00000052875				
ENSSSCG00000049906				
ENSSSCG00000051113				
ENSSSCG00000054283				
ENSSSCG00000038811	MOB3B	ENSG00000120162	MOB3B	ortholog_one2one
ENSSSCG00000062711				
ENSSSCG00000058389				
ENSSSCG00000060026				
ENSSSCG00000063171				
ENSSSCG00000053064				
ENSSSCG00000061211				
ENSSSCG00000058432				
ENSSSCG00000052646				
ENSSSCG00000045749				
ENSSSCG00000005591	ADGRD2	ENSG00000180264	ADGRD2	ortholog_one2one
ENSSSCG00000028558	SGPP1	ENSG00000126821	SGPP1	ortholog_one2one
ENSSSCG00000055680				
ENSSSCG00000049152				
ENSSSCG00000061201		ENSG00000185479	KRT6B	ortholog_many2many
ENSSSCG00000061201		ENSG00000170465	KRT6C	ortholog_many2many
ENSSSCG00000061201		ENSG00000205420	KRT6A	ortholog_many2many
ENSSSCG00000058772				
ENSSSCG00000052081				
ENSSSCG00000056263				
ENSSSCG00000061327				
ENSSSCG00000005112	WDR89	ENSG00000140006	WDR89	ortholog_one2one
ENSSSCG00000036693	ZNF658	ENSG00000274349	ZNF658	ortholog_one2one
ENSSSCG00000051913				
ENSSSCG00000055463				
ENSSSCG00000063343				
ENSSSCG00000059375				
ENSSSCG00000047452				
ENSSSCG00000054646				
ENSSSCG00000032084				
ENSSSCG00000005121				
ENSSSCG00000001075		ENSG00000124795	DEK	ortholog_one2many
ENSSSCG00000060480	CDX1	ENSG00000113722	CDX1	ortholog_one2one
ENSSSCG00000047924				
ENSSSCG00000050853				
ENSSSCG00000041638				
ENSSSCG00000053219				
ENSSSCG00000056640				
ENSSSCG00000044212				
ENSSSCG00000036711	UBE2D2	ENSG00000131508	UBE2D2	ortholog_one2one
ENSSSCG00000051118				
ENSSSCG00000041974				
ENSSSCG00000026552	MFSD14B	ENSG00000148110	MFSD14B	ortholog_one2one
ENSSSCG00000057365				
ENSSSCG00000054256				
ENSSSCG00000048523				
ENSSSCG00000053065				
ENSSSCG00000062078				
ENSSSCG00000052643				
ENSSSCG00000055044		ENSG00000185479	KRT6B	ortholog_many2many
ENSSSCG00000055044		ENSG00000170465	KRT6C	ortholog_many2many
ENSSSCG00000055044		ENSG00000205420	KRT6A	ortholog_many2many
ENSSSCG00000051414				
ENSSSCG00000058027				
ENSSSCG00000061300				
ENSSSCG00000055924		ENSG00000206073	SERPINB4	ortholog_many2many
ENSSSCG00000055924		ENSG00000057149	SERPINB3	ortholog_many2many
ENSSSCG00000059514				
ENSSSCG00000055628				
ENSSSCG00000005588	NR5A1	ENSG00000136931	NR5A1	ortholog_one2one
ENSSSCG00000052189				
ENSSSCG00000055717				
ENSSSCG00000005122	TEK	ENSG00000120156	TEK	ortholog_one2one
ENSSSCG00000062520				
ENSSSCG00000052952				
ENSSSCG00000056160				
ENSSSCG00000057869				
ENSSSCG00000059442				
ENSSSCG00000058168				
ENSSSCG00000054412				
ENSSSCG00000052367				
ENSSSCG00000061390				
ENSSSCG00000047964				
ENSSSCG00000057510	PLA2G15	ENSG00000103066	PLA2G15	ortholog_one2one
ENSSSCG00000052799				
ENSSSCG00000005589	NR6A1	ENSG00000148200	NR6A1	ortholog_one2one
ENSSSCG00000055198				
ENSSSCG00000058760				
ENSSSCG00000060766				
ENSSSCG00000054393				
ENSSSCG00000062237				
ENSSSCG00000061205				
ENSSSCG00000026396				
ENSSSCG00000044366				
ENSSSCG00000045185	ssc-mir-9857			
ENSSSCG00000057608				
ENSSSCG00000014415	GPR151	ENSG00000173250	GPR151	ortholog_one2one
ENSSSCG00000060823				
ENSSSCG00000056156				
ENSSSCG00000054892				
ENSSSCG00000050400	ssc-mir-9787			
ENSSSCG00000014377	PCDHB1	ENSG00000171815	PCDHB1	ortholog_one2one
ENSSSCG00000053214				
ENSSSCG00000028655	RAB18	ENSG00000099246	RAB18	ortholog_one2one
ENSSSCG00000034393				
ENSSSCG00000053239				
ENSSSCG00000061592	EPM2A	ENSG00000112425	EPM2A	ortholog_one2one
ENSSSCG00000005593	OLFML2A	ENSG00000185585	OLFML2A	ortholog_one2one
ENSSSCG00000050067				
ENSSSCG00000028168	TAF7	ENSG00000178913	TAF7	ortholog_one2one
ENSSSCG00000000248		ENSG00000185479	KRT6B	ortholog_many2many
ENSSSCG00000000248		ENSG00000170465	KRT6C	ortholog_many2many
ENSSSCG00000000248		ENSG00000205420	KRT6A	ortholog_many2many
ENSSSCG00000033167	SLC7A6OS	ENSG00000103061	SLC7A6OS	ortholog_one2one
ENSSSCG00000042842				
ENSSSCG00000043236				
ENSSSCG00000058913				
ENSSSCG00000005594	WDR38	ENSG00000136918	WDR38	ortholog_one2one
ENSSSCG00000062221				
ENSSSCG00000061955				
ENSSSCG00000001076	RNF144B	ENSG00000137393	RNF144B	ortholog_one2one
ENSSSCG00000002763	PRMT7	ENSG00000132600	PRMT7	ortholog_one2one
ENSSSCG00000058132	U6	ENSG00000212521	RNU6-918P	ortholog_one2one
ENSSSCG00000062279	U6			
ENSSSCG00000052586	ADRB2	ENSG00000169252	ADRB2	ortholog_one2one
ENSSSCG00000043597	U6			
ENSSSCG00000005124	IFT74	ENSG00000096872	IFT74	ortholog_one2one
ENSSSCG00000027249				
ENSSSCG00000024312	ID4	ENSG00000172201	ID4	ortholog_one2one
ENSSSCG00000000247	KRT71	ENSG00000139648	KRT71	ortholog_one2one
ENSSSCG00000048807				
ENSSSCG00000034227	RPL35	ENSG00000136942	RPL35	ortholog_one2one
ENSSSCG00000063245				
ENSSSCG00000059785				
ENSSSCG00000061423				
ENSSSCG00000001091	KIAA0319	ENSG00000137261	KIAA0319	ortholog_one2one
ENSSSCG00000059502				
ENSSSCG00000056638				
ENSSSCG00000058722				
ENSSSCG00000060031				
ENSSSCG00000042596				
ENSSSCG00000028334	KRT74	ENSG00000170484	KRT74	ortholog_one2one
ENSSSCG00000042846				
ENSSSCG00000005125	LRRC19	ENSG00000184434	LRRC19	ortholog_one2one
ENSSSCG00000052618				
ENSSSCG00000055888				
ENSSSCG00000005596		ENSG00000136950	ARPC5L	ortholog_one2one
ENSSSCG00000048976				
ENSSSCG00000053624				
ENSSSCG00000051238				
ENSSSCG00000045059				
ENSSSCG00000041032				
ENSSSCG00000002764	SMPD3	ENSG00000103056	SMPD3	ortholog_one2one
ENSSSCG00000046744				
ENSSSCG00000000249	KRT72	ENSG00000170486	KRT72	ortholog_one2one
ENSSSCG00000053555				
ENSSSCG00000052147				
ENSSSCG00000047778				
ENSSSCG00000005126	PLAA	ENSG00000137055	PLAA	ortholog_one2one
ENSSSCG00000043001				
ENSSSCG00000005597	GOLGA1	ENSG00000136935	GOLGA1	ortholog_one2one
ENSSSCG00000052091				
ENSSSCG00000025953	OGFOD1	ENSG00000087263	OGFOD1	ortholog_one2one
ENSSSCG00000054019				
ENSSSCG00000062514				
ENSSSCG00000044116				
ENSSSCG00000041013				
ENSSSCG00000047739				
ENSSSCG00000052325				
ENSSSCG00000062860				
ENSSSCG00000059996				
ENSSSCG00000063187				
ENSSSCG00000063455				
ENSSSCG00000034521	NUDT21	ENSG00000167005	NUDT21	ortholog_one2many
ENSSSCG00000000250	KRT73	ENSG00000186049	KRT73	ortholog_one2one
ENSSSCG00000029783	MKX	ENSG00000150051	MKX	ortholog_one2one
ENSSSCG00000063036				
ENSSSCG00000063514				
ENSSSCG00000052978				
ENSSSCG00000057516				
ENSSSCG00000035863	PLIN2	ENSG00000147872	PLIN2	ortholog_one2one
ENSSSCG00000034519	SERPINB13	ENSG00000197641	SERPINB13	ortholog_one2one
ENSSSCG00000061322				
ENSSSCG00000011069	ODAD2	ENSG00000169126	ODAD2	ortholog_one2one
ENSSSCG00000037806	KRT2	ENSG00000172867	KRT2	ortholog_one2one
ENSSSCG00000005576	ZBTB6	ENSG00000186130	ZBTB6	ortholog_one2one
ENSSSCG00000059686				
ENSSSCG00000043655				
ENSSSCG00000057981				
ENSSSCG00000002822	AMFR	ENSG00000159461	AMFR	ortholog_one2one
ENSSSCG00000039151	SERPINB12	ENSG00000166634	SERPINB12	ortholog_one2one
ENSSSCG00000060392				
ENSSSCG00000032575	ZBTB26	ENSG00000171448	ZBTB26	ortholog_one2one
ENSSSCG00000061234				
ENSSSCG00000022337	SERPINB11	ENSG00000206072	SERPINB11	ortholog_one2one
ENSSSCG00000062276				
ENSSSCG00000057275				
ENSSSCG00000000251	KRT1	ENSG00000167768	KRT1	ortholog_one2one
ENSSSCG00000054103				
ENSSSCG00000054527				
ENSSSCG00000044810				
ENSSSCG00000034192				
ENSSSCG00000020743	RABGAP1	ENSG00000011454	RABGAP1	ortholog_one2one
